word	B_OTHERSCIENTIFICTERM
graph	I_OTHERSCIENTIFICTERM
generated	O
with	O
the	O
bigram	O
,	O
incorporates	O
a	O
trigram	O
language	B_METHOD
model	I_METHOD
.	O

In	O
this	O
paper	O
a	O
new	O
LPC	B_METHOD
vocoder	I_METHOD
is	O
presented	O
which	O
splits	O
the	O
LPC	B_OTHERSCIENTIFICTERM
excitation	I_OTHERSCIENTIFICTERM
into	O
two	O
frequency	B_OTHERSCIENTIFICTERM
bands	I_OTHERSCIENTIFICTERM
using	O
a	O
variable	B_OTHERSCIENTIFICTERM
cutoff	I_OTHERSCIENTIFICTERM
frequency	I_OTHERSCIENTIFICTERM
.	O

We	O
pursue	O
a	O
hierarchical	O
sparse	O
coding	O
approach	O
that	O
learns	O
features	B_OTHERSCIENTIFICTERM
useful	O
in	O
discriminating	O
images	O
across	O
locations	O
,	O
by	O
initializing	O
it	B_OTHERSCIENTIFICTERM
with	O
a	O
geometric	O
prior	B_GENERIC
corresponding	O
to	O
transformations	O
between	O
image	O
appearance	O
space	O
and	O
their	O
corresponding	O
location	O
grouping	O
space	O
using	O
the	O
notion	O
of	O
parallel	O
transport	O
on	O
manifolds	O
.	O

Our	O
results	B_GENERIC
show	O
the	O
significance	B_OTHERSCIENTIFICTERM
of	O
our	O
models	B_GENERIC
for	O
syntactic	O
parsing	B_METHOD
and	O
question	O
answering	O
in	O
diagrams	B_MATERIAL
using	O
DPGs	B_METHOD
.	O

Experiments	O
on	O
the	O
Wall	B_MATERIAL
Street	I_MATERIAL
Journal	I_MATERIAL
treebank	I_MATERIAL
and	O
lattice	B_MATERIAL
corpora	I_MATERIAL
show	O
word	O
error	O
rates	O
competitive	O
with	O
the	O
standard	O
n-gram	O
language	O
model	O
while	O
extracting	O
additional	O
structural	O
information	O
useful	O
for	O
speech	B_MATERIAL
understanding	O
.	O

We	O
describe	O
two	O
algorithms	B_GENERIC
for	O
solving	O
this	B_GENERIC
problem	B_GENERIC
,	O
one	B_GENERIC
exact	O
and	O
one	B_GENERIC
a	O
top-down	O
novel	O
approach	B_METHOD
,	O
and	O
we	O
derive	O
a	O
consistency	O
results	B_GENERIC
for	O
the	O
case	O
of	O
two	O
segments	B_GENERIC
and	O
no	O
outliers	O
.	O

The	O
experiments	O
are	O
conducted	O
on	O
a	O
challenging	O
set	O
of	O
videos	B_OTHERSCIENTIFICTERM
taken	O
from	O
Google	O
Video	B_MATERIAL
and	O
a	O
National	B_MATERIAL
Geographic	I_MATERIAL
documentary	I_MATERIAL
.	O

While	O
each	O
new	O
application	O
domain	O
will	O
require	O
some	O
development	B_MATERIAL
of	O
special	O
resources	O
,	O
the	O
heart	O
of	O
the	O
methodology	O
is	O
domain-independent	O
,	O
and	O
it	O
can	O
be	O
used	O
with	O
either	O
speech	B_MATERIAL
or	O
text	O
input	O
.	O

Previous	O
work	O
has	O
successfully	O
extended	O
FKT	B_METHOD
to	O
be	O
able	O
to	O
deal	O
with	O
small-sample-size	B_OTHERSCIENTIFICTERM
.	O

We	O
present	O
controlled	O
experiments	O
showing	O
the	O
WSD	B_METRIC
accuracy	I_METRIC
of	O
current	O
typical	O
SMT	B_METHOD
models	O
to	O
be	O
significantly	O
lower	O
than	O
that	O
of	O
all	O
the	O
dedicated	O
WSD	O
models	O
considered	O
.	O

An	O
important	O
issue	O
in	O
this	B_GENERIC
respect	O
is	O
the	O
way	B_GENERIC
in	O
which	O
the	O
compositionality	O
of	O
translation	B_OTHERSCIENTIFICTERM
is	O
to	O
be	O
defined	O
.	O

We	O
investigate	O
that	O
claim	O
by	O
adopting	O
a	O
simple	O
MT-based	B_METHOD
paraphrasing	I_METHOD
technique	I_METHOD
and	O
evaluating	O
QA	O
system	O
performance	O
on	O
paraphrased	B_MATERIAL
questions	I_MATERIAL
.	O

Detected	O
unknown	O
words	B_GENERIC
can	O
be	O
incrementally	O
incorporated	O
into	O
the	O
dictionary	B_OTHERSCIENTIFICTERM
after	O
the	O
interaction	O
with	O
the	O
user	O
.	O

In	O
this	B_GENERIC
paper	O
,	O
we	O
introduce	O
a	O
generative	O
probabilistic	O
optical	O
character	O
recognition	B_TASK
-LRB-	O
OCR	O
-RRB-	O
model	B_METHOD
that	O
describes	O
an	O
end-to-end	O
process	O
in	O
the	O
noisy	O
channel	O
framework	B_GENERIC
,	O
progressing	O
from	O
generation	B_TASK
of	O
true	O
text	O
through	O
its	O
transformation	O
into	O
the	O
noisy	O
output	O
of	O
an	O
OCR	O
system	B_GENERIC
.	O

This	O
paper	O
introduces	O
a	O
method	O
for	O
computational	O
analysis	O
of	O
move	O
structures	O
in	O
abstracts	B_MATERIAL
of	O
research	O
articles	O
.	O

With	O
a	O
sentence-aligned	O
corpus	B_MATERIAL
,	O
translation	B_OTHERSCIENTIFICTERM
equivalences	O
are	O
suggested	O
by	O
analysing	O
the	O
frequency	O
profiles	O
of	O
parallel	B_OTHERSCIENTIFICTERM
concordances	I_OTHERSCIENTIFICTERM
.	O

-LRB-	O
2	O
-RRB-	O
Rather	O
than	O
learning	B_TASK
from	O
only	O
labelled	B_GENERIC
data	I_GENERIC
,	O
the	O
abundant	O
unlabelled	O
data	B_GENERIC
are	O
exploited	O
.	O

This	O
approach	O
is	O
sufficient	O
for	O
languages	B_OTHERSCIENTIFICTERM
with	O
little	O
inflection	O
such	O
as	O
English	O
,	O
but	O
fails	O
for	O
highly	B_MATERIAL
inflective	I_MATERIAL
languages	I_MATERIAL
such	O
as	O
Czech	O
,	O
Russian	O
,	O
Slovak	O
or	O
other	O
Slavonic	O
languages	O
.	O

In	O
this	O
paper	O
,	O
we	O
study	O
the	O
design	B_TASK
of	I_TASK
core-selecting	I_TASK
payment	I_TASK
rules	I_TASK
for	O
such	O
domains	O
.	O

We	O
show	O
results	B_GENERIC
on	O
publicly	O
available	O
standard	O
datasets	B_MATERIAL
.	O

However	O
,	O
previous	O
HFO	O
analysis	B_TASK
have	O
assumed	O
a	O
linear	O
manifold	B_OTHERSCIENTIFICTERM
,	O
global	O
across	O
time	O
,	O
space	O
-LRB-	O
i.e	O
.	O
recording	O
electrode/channel	O
-RRB-	O
,	O
and	O
individual	O
patients	O
.	O

To	O
better	O
couple	O
the	O
two	O
denoising	O
auto-encoders	O
learning	B_TASK
,	O
we	O
incorporate	O
a	O
feature	O
mapping	O
,	O
which	O
tends	O
to	O
transfer	O
knowledge	B_GENERIC
between	O
the	O
intermediate	O
domain	B_OTHERSCIENTIFICTERM
and	O
the	O
target	O
one	B_GENERIC
.	O

Our	O
theoretical	O
results	B_GENERIC
show	O
that	O
this	B_GENERIC
algorithm	O
achieves	O
near-optimal	O
performance	O
in	O
the	O
real	O
system	B_GENERIC
,	O
even	O
when	O
the	O
model	B_METHOD
is	O
only	O
approximate	O
.	O

We	O
scrape	O
text	O
from	O
multiple	O
genres	B_GENERIC
including	O
blogs	B_MATERIAL
,	O
online	B_MATERIAL
news	I_MATERIAL
,	O
translated	B_MATERIAL
TED	I_MATERIAL
talks	I_MATERIAL
,	O
and	O
subtitles	B_MATERIAL
.	O

Color	O
is	O
known	O
to	O
be	O
highly	O
discriminative	O
for	O
many	O
object	B_TASK
recognition	I_TASK
tasks	I_TASK
,	O
but	O
is	O
difficult	O
to	O
infer	O
from	O
uncontrolled	B_MATERIAL
images	I_MATERIAL
in	O
which	O
the	O
illuminant	O
is	O
not	O
known	O
.	O

This	O
system	B_GENERIC
consists	O
of	O
one	B_GENERIC
or	O
more	O
reference	B_OTHERSCIENTIFICTERM
times	I_OTHERSCIENTIFICTERM
and	O
temporal	O
perspective	O
times	O
,	O
the	O
speech	B_OTHERSCIENTIFICTERM
time	I_OTHERSCIENTIFICTERM
and	O
the	O
location	O
time	O
.	O

We	O
show	O
how	O
research	O
in	O
generation	O
can	O
be	O
adapted	O
to	O
dialog	B_TASK
systems	I_TASK
,	O
and	O
how	O
the	O
high	O
cost	O
of	O
hand-crafting	O
knowledge-based	O
generation	O
systems	O
can	O
be	O
overcome	O
by	O
employing	O
machine	O
learning	B_TASK
techniques	O
.	O

The	O
method	B_METHOD
exploits	O
recent	O
advances	O
in	O
word	B_METHOD
alignment	I_METHOD
and	O
word	O
clustering	B_METHOD
based	O
on	O
automatic	O
extraction	O
of	O
translation	B_OTHERSCIENTIFICTERM
equivalents	O
and	O
being	O
supported	O
by	O
available	O
aligned	O
wordnets	B_MATERIAL
for	O
the	O
languages	B_OTHERSCIENTIFICTERM
in	O
the	O
corpus	B_MATERIAL
.	O

In	O
this	O
paper	O
,	O
we	O
present	O
an	O
approach	B_METHOD
for	O
learning	O
a	O
visual	B_METHOD
representation	I_METHOD
from	O
the	O
raw	O
spatiotemporal	O
signals	O
in	O
videos	B_OTHERSCIENTIFICTERM
.	O

These	O
algorithms	B_GENERIC
support	O
a	O
language	B_GENERIC
of	O
limited	O
expressive	O
power	O
.	O

In	O
particular	O
,	O
range	O
concatenation	O
languages	O
-LSB-	O
RCL	O
-RSB-	O
can	O
be	O
parsed	O
in	O
polynomial	O
time	O
and	O
many	O
classical	O
grammatical	O
formalisms	O
can	O
be	O
translated	O
into	O
equivalent	O
RCGs	O
without	O
increasing	O
their	O
worst-case	O
parsing	O
time	O
complexity	B_METRIC
.	O

In	O
this	O
paper	O
,	O
we	O
present	O
an	O
alternative	O
approach	O
in	O
which	O
multimodal	O
parsing	O
and	O
understanding	O
are	O
achieved	O
using	O
a	O
weighted	O
finite-state	O
device	O
which	O
takes	O
speech	B_MATERIAL
and	O
gesture	B_MATERIAL
streams	O
as	O
inputs	O
and	O
outputs	O
their	O
joint	O
interpretation	O
.	O

Traditional	O
information	B_METHOD
retrieval	I_METHOD
techniques	I_METHOD
use	O
a	O
histogram	B_METHOD
of	I_METHOD
keywords	I_METHOD
as	O
the	O
document	B_METHOD
representation	I_METHOD
but	O
oral	B_MATERIAL
communication	I_MATERIAL
may	O
offer	O
additional	O
indices	O
such	O
as	O
the	O
time	O
and	O
place	O
of	O
the	O
rejoinder	O
and	O
the	O
attendance	O
.	O

Sentence	B_OTHERSCIENTIFICTERM
ambiguities	I_OTHERSCIENTIFICTERM
can	O
be	O
resolved	O
by	O
using	O
domain	B_OTHERSCIENTIFICTERM
targeted	I_OTHERSCIENTIFICTERM
preference	I_OTHERSCIENTIFICTERM
knowledge	I_OTHERSCIENTIFICTERM
without	O
using	O
complicated	O
large	O
knowledgebases	O
.	O

The	O
use	O
of	O
a	O
KL-ONE	B_METHOD
style	O
representation	B_GENERIC
for	O
parsing	B_METHOD
and	O
semantic	B_OTHERSCIENTIFICTERM
interpretation	O
was	O
first	B_GENERIC
explored	O
in	O
the	O
PSI-KLONE	O
system	B_GENERIC
-LSB-	O
2	O
-RSB-	O
,	O
in	O
which	O
parsing	B_METHOD
is	O
characterized	O
as	O
an	O
inference	B_METHOD
process	I_METHOD
called	O
incremental	B_METHOD
description	I_METHOD
refinement	I_METHOD
.	O

Creating	O
summaries	O
on	O
lengthy	O
Semantic	O
Web	B_MATERIAL
documents	O
for	O
quick	O
identification	O
of	O
the	O
corresponding	O
entity	O
has	O
been	O
of	O
great	O
contemporary	O
interest	O
.	O

The	O
results	O
of	O
experiments	O
on	O
the	O
data	O
collected	O
from	O
a	O
real	O
world	O
microblogging	O
service	O
demonstrated	O
that	B_GENERIC
the	O
proposed	O
model	B_METHOD
outperforms	O
state-of-the-art	O
methods	B_GENERIC
.	O

Sources	O
of	O
training	B_TASK
data	O
suitable	O
for	O
language	B_METHOD
modeling	I_METHOD
of	O
conversational	O
speech	B_MATERIAL
are	O
limited	O
.	O

We	O
first	B_GENERIC
introduce	O
our	O
approach	B_METHOD
to	O
inducing	O
such	O
a	O
grammar	O
from	O
parallel	O
corpora	B_GENERIC
.	O

We	O
go	O
,	O
on	O
to	O
describe	O
FlexP	B_METHOD
,	O
a	O
bottom-up	O
pattern-matching	O
parser	O
that	O
we	O
have	O
designed	O
and	O
implemented	O
to	O
provide	O
these	O
flexibilities	O
for	O
restricted	B_OTHERSCIENTIFICTERM
natural	I_OTHERSCIENTIFICTERM
language	I_OTHERSCIENTIFICTERM
input	O
to	O
a	O
limited-domain	O
computer	B_METHOD
system	I_METHOD
.	O

HFOs	O
additionally	O
serve	O
as	O
a	O
prototypical	O
example	O
of	O
challenges	O
in	O
the	O
analysis	B_TASK
of	O
discrete	O
events	O
in	O
high-temporal	B_MATERIAL
resolution	I_MATERIAL
,	I_MATERIAL
intracranial	I_MATERIAL
EEG	I_MATERIAL
data	I_MATERIAL
.	O

We	O
attack	O
an	O
inexplicably	O
under-explored	O
language	B_GENERIC
genre	O
of	O
spoken	O
language	B_GENERIC
--	O
lyrics	O
in	O
music	O
--	O
via	O
completely	O
unsuper-vised	O
induction	B_TASK
of	O
an	O
SMT-style	O
stochastic	O
transduction	O
grammar	B_METHOD
for	O
hip	O
hop	O
lyrics	O
,	O
yielding	O
a	O
fully-automatically	O
learned	O
challenge-response	O
system	B_GENERIC
that	B_GENERIC
produces	O
rhyming	O
lyrics	O
given	O
an	O
input	B_GENERIC
.	O

Like	O
semantic	O
grammar	O
,	O
this	B_GENERIC
allows	O
easy	O
exploitation	O
of	O
limited	O
domain	B_OTHERSCIENTIFICTERM
semantics	O
.	O

Experimental	O
results	O
indicate	O
that	O
the	O
new	O
algorithm	O
is	O
able	O
to	O
achieve	O
an	O
average	B_METRIC
packing	I_METRIC
utilization	I_METRIC
of	O
more	O
than	O
87	O
%	O
.	O

Experiments	O
evaluating	O
the	O
effectiveness	O
of	O
our	O
answer	O
resolution	O
algorithm	O
show	O
a	O
35.0	O
%	O
relative	O
improvement	O
over	O
our	O
baseline	O
system	O
in	O
the	O
number	O
of	O
questions	O
correctly	O
answered	O
,	O
and	O
a	O
32.8	O
%	O
improvement	O
according	O
to	O
the	O
average	O
precision	B_METRIC
metric	O
.	O

In	O
this	O
paper	O
a	O
novel	O
solution	O
to	O
automatic	O
and	O
unsupervised	O
word	O
sense	O
induction	B_TASK
-LRB-	O
WSI	B_TASK
-RRB-	O
is	O
introduced	O
.	O

To	O
do	O
so	O
we	O
incorporate	O
an	O
attention	B_METHOD
mechanism	I_METHOD
to	O
produce	O
a	O
set	O
of	O
probable	O
matches	O
,	O
which	O
allows	O
us	O
to	O
further	O
increase	O
performance	O
.	O

For	O
this	B_GENERIC
purpose	O
,	O
a	O
flow	O
field	B_GENERIC
generated	O
by	O
a	O
moving	O
crowd	O
is	O
treated	O
as	O
an	O
aperiodic	O
dynamical	O
system	B_GENERIC
.	O

Using	O
pairwise	O
constraints	O
for	O
ensemble	O
construction	O
is	O
challenging	O
because	O
it	O
remains	O
unknown	O
how	O
to	O
influence	O
the	O
base	B_METHOD
classifiers	I_METHOD
with	O
the	O
sampled	O
pairwise	O
constraints	O
.	O

It	O
is	O
based	O
on	O
an	O
efficient	O
representation	O
of	O
templates	B_OTHERSCIENTIFICTERM
that	O
capture	O
the	O
different	O
modalities	O
,	O
and	O
we	O
show	O
in	O
many	O
experiments	O
on	O
commodity	B_OTHERSCIENTIFICTERM
hardware	I_OTHERSCIENTIFICTERM
that	O
our	O
approach	O
significantly	O
outperforms	O
state-of-the-art	O
methods	O
on	O
single	O
modalities	B_OTHERSCIENTIFICTERM
.	O

This	O
paper	O
introduces	O
a	O
method	B_METHOD
for	O
computational	O
analysis	B_TASK
of	O
move	O
structures	O
in	O
abstracts	O
of	O
research	B_GENERIC
articles	O
.	O

In	O
this	O
way	O
,	O
the	O
NER	B_TASK
problem	I_TASK
can	O
be	O
resolved	O
effectively	O
.	O

We	O
describe	O
the	O
methods	B_GENERIC
and	O
hardware	B_GENERIC
that	B_GENERIC
we	O
are	O
using	O
to	O
produce	O
a	O
real-time	O
demonstration	O
of	O
an	O
integrated	B_METHOD
Spoken	I_METHOD
Language	I_METHOD
System	I_METHOD
.	O

We	O
show	O
that	O
our	O
method	O
is	O
able	O
to	O
produce	O
convincing	O
per-object	B_TASK
3D	I_TASK
reconstructions	I_TASK
on	O
one	O
of	O
the	O
most	O
challenging	O
existing	O
object-category	O
detection	B_METRIC
datasets	O
,	O
PASCAL	O
VOC	O
.	O

Previous	O
approaches	B_GENERIC
learned	O
models	B_GENERIC
based	O
just	O
on	O
positions	B_OTHERSCIENTIFICTERM
and	O
velocities	B_OTHERSCIENTIFICTERM
of	O
the	O
body	O
parts	O
while	O
ignoring	O
their	O
appearance	B_OTHERSCIENTIFICTERM
.	O

A	O
larger	O
model	O
trained	O
after	O
the	O
deadline	O
achieves	O
80.5	O
%	O
macro-average	O
F1	B_METRIC
,	O
87.6	O
%	O
syntactic	O
dependencies	O
LAS	O
,	O
and	O
73.1	O
%	O
semantic	O
dependencies	O
F1	B_METRIC
.	O

For	O
this	B_GENERIC
purpose	O
,	O
a	O
flow	O
field	B_GENERIC
generated	O
by	O
a	O
moving	O
crowd	O
is	O
treated	O
as	O
an	O
aperiodic	O
dynamical	O
system	B_GENERIC
.	O

A	O
unique	O
characteristic	O
of	O
the	O
system	B_GENERIC
is	O
its	O
ability	O
to	O
cope	O
with	O
long-duration	B_OTHERSCIENTIFICTERM
and	I_OTHERSCIENTIFICTERM
complete	I_OTHERSCIENTIFICTERM
occlusion	I_OTHERSCIENTIFICTERM
without	O
a	O
prior	B_GENERIC
knowledge	B_GENERIC
about	O
the	O
shape	B_OTHERSCIENTIFICTERM
or	O
motion	B_OTHERSCIENTIFICTERM
of	O
objects	O
.	O

This	O
abstract	O
describes	O
a	O
natural	B_METHOD
language	I_METHOD
system	I_METHOD
which	O
deals	O
usefully	O
with	O
ungrammatical	B_OTHERSCIENTIFICTERM
input	I_OTHERSCIENTIFICTERM
and	O
describes	O
some	O
actual	O
and	O
potential	O
applications	O
of	O
it	B_OTHERSCIENTIFICTERM
in	O
computer	O
aided	O
second	O
language	O
learning	O
.	O

HMHH	O
not	O
only	O
provides	O
rich	O
motion	O
information	B_GENERIC
,	O
but	O
also	O
remains	O
computationally	O
inexpensive	O
.	O

The	O
framework	B_GENERIC
is	O
composed	O
of	O
a	O
novel	O
algorithm	B_GENERIC
to	O
efficiently	O
compute	O
the	O
co-occurrence	B_OTHERSCIENTIFICTERM
distribution	I_OTHERSCIENTIFICTERM
between	O
pairs	O
of	O
terms	O
,	O
an	O
independence	O
model	B_METHOD
,	O
and	O
a	O
parametric	O
affinity	O
model	B_METHOD
.	O

This	O
paper	O
presents	O
an	O
approach	O
to	O
estimate	O
the	O
intrinsic	O
texture	O
properties	O
-LRB-	O
albedo	O
,	O
shading	O
,	O
normal	O
-RRB-	O
of	O
scenes	B_MATERIAL
from	O
multiple	O
view	O
acquisition	O
under	O
unknown	O
illumination	O
conditions	O
.	O

With	O
a	O
sentence-aligned	O
corpus	B_MATERIAL
,	O
translation	B_OTHERSCIENTIFICTERM
equivalences	I_OTHERSCIENTIFICTERM
are	O
suggested	O
by	O
analysing	O
the	O
frequency	B_GENERIC
profiles	I_GENERIC
of	O
parallel	O
concordances	O
.	O

This	O
paper	O
summarizes	O
the	O
formalism	O
of	O
Category	O
Cooccurrence	O
Restrictions	O
-LRB-	O
CCRs	B_OTHERSCIENTIFICTERM
-RRB-	O
and	O
describes	O
two	O
parsing	B_METHOD
algorithms	O
that	O
interpret	O
it	B_OTHERSCIENTIFICTERM
.	O

This	O
paper	O
presents	O
an	O
approach	B_METHOD
to	O
reliably	O
extracting	O
layers	B_OTHERSCIENTIFICTERM
from	O
images	B_MATERIAL
by	O
taking	O
advantages	O
of	O
the	O
fact	O
that	O
homographies	O
induced	O
by	O
planar	B_OTHERSCIENTIFICTERM
patches	I_OTHERSCIENTIFICTERM
in	O
the	O
scene	B_OTHERSCIENTIFICTERM
form	O
a	O
low	B_OTHERSCIENTIFICTERM
dimensional	I_OTHERSCIENTIFICTERM
linear	I_OTHERSCIENTIFICTERM
subspace	I_OTHERSCIENTIFICTERM
.	O

This	O
paper	O
describes	O
a	O
method	O
for	O
utterance	O
classification	O
that	O
does	O
not	O
require	O
manual	B_MATERIAL
transcription	I_MATERIAL
of	O
training	B_MATERIAL
data	I_MATERIAL
.	O

We	O
also	O
introduce	O
a	O
new	O
way	O
of	O
automatically	B_TASK
identifying	I_TASK
predicate	I_TASK
argument	I_TASK
structures	I_TASK
,	O
which	O
is	O
central	O
to	O
our	O
IE	B_TASK
paradigm	B_GENERIC
.	O

This	O
merging	O
supports	O
the	O
integration	O
of	O
semantic	B_OTHERSCIENTIFICTERM
and	O
syntactic	O
information	B_GENERIC
into	O
the	O
same	O
system	B_GENERIC
,	O
simultaneously	O
subject	O
to	O
the	O
same	O
types	O
of	O
processes	O
,	O
in	O
an	O
efficient	O
manner	O
.	O

This	O
paper	O
shows	O
that	O
it	B_OTHERSCIENTIFICTERM
is	O
very	O
often	O
possible	O
to	O
identify	O
the	O
source	O
language	B_GENERIC
of	O
medium-length	O
speeches	O
in	O
the	O
EUROPARL	O
corpus	O
on	O
the	O
basis	O
of	O
frequency	O
counts	O
of	O
word	O
n-grams	O
-LRB-	O
87.2	O
%	O
-96.7	O
%	O
accuracy	B_METRIC
depending	O
on	O
classification	B_TASK
method	B_METHOD
-RRB-	O
.	O

Empirically	O
,	O
we	O
provide	O
thorough	O
numerical	O
results	B_GENERIC
to	O
back	O
up	O
our	O
theory	B_GENERIC
.	O

Image	O
sequence	O
processing	O
techniques	O
are	O
used	O
to	O
study	O
exchange	O
,	O
growth	O
,	O
and	O
transport	O
processes	O
and	O
to	O
tackle	O
key	O
questions	O
in	O
environmental	B_MATERIAL
physics	I_MATERIAL
and	O
biology	B_MATERIAL
.	O

The	O
method	B_METHOD
employs	O
two	O
similarities	O
.	O

Each	O
dictionary	O
entry	O
encodes	O
the	O
relative	O
frequency	O
of	O
occurrence	O
of	O
a	O
comprehensive	O
set	O
of	O
subcategorization	O
classes	O
for	O
English	B_OTHERSCIENTIFICTERM
.	O

An	O
alternative	B_GENERIC
index	O
could	O
be	O
the	O
activity	B_OTHERSCIENTIFICTERM
such	O
as	O
discussing	B_OTHERSCIENTIFICTERM
,	O
planning	B_OTHERSCIENTIFICTERM
,	O
informing	B_OTHERSCIENTIFICTERM
,	O
story-telling	B_OTHERSCIENTIFICTERM
,	O
etc	O
.	O
.	O

All	O
measures	O
gave	O
less	O
accurate	O
predictions	O
of	O
intelligibility	O
for	O
synthetic	B_MATERIAL
speech	I_MATERIAL
than	O
have	O
previously	O
been	O
found	O
for	O
natural	B_MATERIAL
speech	I_MATERIAL
;	O
in	O
particular	O
the	O
SII	O
measure	O
.	O

A	O
major	O
axis	O
of	O
research	B_GENERIC
at	O
LIMSI	O
is	O
directed	O
at	O
multilingual	O
,	O
speaker-independent	O
,	O
large	O
vocabulary	O
speech	B_MATERIAL
dictation	O
.	O

The	O
objective	O
of	O
this	O
project	O
is	O
to	O
develop	O
a	O
robust	B_METHOD
and	I_METHOD
high-performance	I_METHOD
speech	I_METHOD
recognition	I_METHOD
system	I_METHOD
using	O
a	O
segment-based	O
approach	B_METHOD
to	O
phonetic	O
recognition	O
.	O

A	O
second	O
,	O
related	O
theme	O
is	O
the	O
use	O
of	O
speech	B_MATERIAL
and	O
text-image	O
recognition	O
to	O
retrieve	O
arbitrary	O
,	O
user-specified	O
information	O
from	O
documents	O
with	O
signal	O
content	O
.	O

Constraint	B_METHOD
propagation	I_METHOD
is	O
one	O
of	O
the	O
key	O
techniques	O
in	O
constraint	B_METHOD
programming	I_METHOD
,	O
and	O
a	O
large	O
body	O
of	O
work	O
has	O
built	O
up	O
around	O
it	B_OTHERSCIENTIFICTERM
.	O

KL-Conc	B_METHOD
would	O
seem	O
to	O
be	O
a	O
more	O
natural	O
and	O
intuitive	O
way	O
of	O
interacting	O
with	O
SI-Nets	B_METHOD
.	O

In	O
MT	B_TASK
,	O
the	O
widely	O
used	O
approach	B_METHOD
is	O
to	O
apply	O
a	O
Chinese	O
word	O
segmenter	O
trained	O
from	O
manually	O
annotated	O
data	B_GENERIC
,	O
using	O
a	O
fixed	O
lexicon	O
.	O

The	O
method	O
allows	O
a	O
user	O
to	O
explore	O
a	O
model	O
of	O
syntax-based	O
statistical	O
machine	O
translation	B_OTHERSCIENTIFICTERM
-LRB-	O
